...1,Marca:,Modelo Base:,Versão:,Ano:,Combustível:,Propulsão:,Configuração:,Garantia:,Lugares:,Portas:,Porte:,Procedência:,Valor FIPE:,Alimentação:,Aspiração:,cilindros,tipo_cilindro,Comando de Válvulas:,Disposição:,Instalação:,Razão de Compressão:,Válvulas por Cilindro:,Variação do Comando:,Acoplamento:,Câmbio:,Quantidade de Marchas:,Tração:,Pneus Dianteiros:,Pneus Traseiros:,Freios Dianteiros:,Freios Traseiros:,Suspensão Dianteira:,Elemento Elástico da Suspensão:,Suspensão Traseira:,Assistência de Direção:,Coeficiente de Arrasto:,url,id,Plataforma:,Código do Câmbio:,Acionamento do Comando:,Observações:,Código do Motor:,Geração:,Série:,Tuchos:,Pneu Estepe:,Capacidade de Bateria:,Potência de recarga:,Viscosidade do óleo:,valor_fipe,valor_data,garantia_em_anos,valvulas_por_cilindro,quantidade_de_marchas,geracao,coeficiente_de_arrasto
612,Bmw,118i,118i 1.6 Turbo,2012,Gasolina,Combustão,Hatch,2 anos,5,4,Médio,Importado,R$ 80.974 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,5:1",4,Admissão e escape,Conversor de torque,Automático,8,Traseira,205/50 R17,205/50 R17,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N13B16,2,F20,NA,Kit de reparo e enchimento,NA,NA,NA,80974,09/2024,2,4,8,2,0.32
613,Bmw,130i,130i 3.0,2009,Gasolina,Combustão,Hatch,2 anos,5,4,Médio,Importado,R$ 77.339 (09/2024),Injeção multiponto,Natural,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,11:1,4,Admissão e escape,Conversor de torque,Automático,6,Traseira,205/50 R17,205/50 R17,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,N52B30,1,E87,Hidráulicos,NA,NA,NA,NA,77339,09/2024,2,4,6,1,0.32
614,Bmw,135i Coupe,135i Coupe 3.0 Turbo,2012,Gasolina,Combustão,Cupê,2 anos,4,2,Médio,Importado,R$ 184.921 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Traseira,215/40 R18,245/35 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,N55B30,1,E82,Hidráulicos,NA,NA,NA,NA,184921,09/2024,2,4,7,1,0.33
615,Bmw,320i,320i 2.0,2005,Gasolina,Combustão,Sedã,1 ano,5,4,Médio,Importado,R$ 51.699 (09/2024),Injeção multiponto,Natural,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,5:1",4,Admissão e escape,Conversor de torque,Automático,6,Traseira,205/45 R16,205/45 R16,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,28",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,N46B20O1,5,E90,NA,NA,NA,NA,NA,51699,09/2024,1,4,6,5,0.28
616,Bmw,328i,328i 2.0 Turbo,2012,Gasolina,Combustão,Sedã,2 anos,5,4,Médio,Importado,R$ 80.974 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,225/45 R18,225/45 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,6,F30,NA,NA,NA,NA,NA,80974,09/2024,2,4,8,6,0.29
617,Bmw,528i,528i 2.0 Turbo,2013,Gasolina,Combustão,Sedã,2 anos,5,4,Grande,Importado,R$ 96.735 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,3:1",4,Admissão e escape,Conversor de torque,Automático,8,Traseira,245/45 R18,275/40 R18,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,6,F10,NA,NA,NA,NA,NA,96735,09/2024,2,4,8,6,0.29
618,Bmw,550i,550i 4.4 V8,2010,Gasolina,Combustão,Sedã,2 anos,5,4,Grande,Importado,R$ 94.643 (09/2024),Injeção direta,Turbocompressor,8,em V,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,245/45 R18,245/45 R18,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N63B44,6,F10,Hidráulicos,NA,NA,NA,NA,94643,09/2024,2,4,8,6,0.3
619,Bmw,650i Cabriolet,650i Cabriolet 4.4 V8 biturbo,2012,Gasolina,Combustão,Conversível,2 anos,4,2,Grande,Importado,R$ 238.853 (09/2024),Injeção direta,Turbocompressor,8,em V,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,245/40 R19,275/35 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N63B44,3,F12,Hidráulicos,NA,NA,NA,NA,238853,09/2024,2,4,8,3,0.32
620,Bmw,650i Coupe,650i Coupe 4.4 V8 biturbo,2012,Gasolina,Combustão,Cupê,2 anos,4,2,Grande,Importado,R$ 267.409 (09/2024),Injeção direta,Turbocompressor,8,em V,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,245/40 R19,275/35 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N63B44,3,F13,Hidráulicos,NA,NA,NA,NA,267409,09/2024,2,4,8,3,0.31
621,Bmw,750i,750i L ActiveHybrid 7 4.4 V8,2012,Híbrido,Híbrido,Sedã,1 ano,5,4,Grande,Importado,R$ 196.501 (09/2024),Injeção direta,Turbocompressor,8,em V,Duplo no cabeçote,Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,245/45 R19,275/40 R19,Disco ventilado,Disco ventilado,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",Hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,Corrente,NA,N63B44,5,F04,Hidráulicos,NA,"0,4 kWh",NA,NA,196501,09/2024,1,4,8,5,0.31
622,Bmw,750i,750i 4.4 V8,2012,Gasolina,Combustão,Sedã,1 ano,5,4,Grande,Importado,R$ 176.620 (09/2024),Injeção direta,Turbocompressor,8,em V,Duplo no cabeçote,Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,6,Traseira,245/50 R18,245/50 R18,Disco ventilado,Disco ventilado,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",Hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 6HP,Corrente,NA,N63B44,5,F01,Hidráulicos,NA,NA,NA,NA,176620,09/2024,1,4,6,5,0.31
623,Bmw,M5,M5 4.4 V8 Turbo,2012,Gasolina,Combustão,Sedã,2 anos,5,4,Grande,Importado,R$ 259.021 (09/2024),Injeção direta,Turbocompressor,8,em V,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Embreagem dupla a seco,Automatizado,7,Traseira,265/35 R20,295/30 R20,Disco de carbono-cerâmica,Disco de carbono-cerâmica,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,S63B44TU,5,F10,NA,NA,NA,NA,NA,259021,09/2024,2,4,7,5,0.33
624,Bmw,X1,X1 xDrive28i 2.0 Turbo,2012,Gasolina,Combustão,SUV,2 anos,5,4,Compacto,Importado,R$ 80.974 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Integral sob demanda,225/50 R17,225/50 R17,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,1,E84,NA,NA,NA,NA,NA,80974,09/2024,2,4,8,1,0.34
625,Bmw,X3,X3 xDrive20i 2.0,2012,Gasolina,Combustão,SUV,2 anos,5,4,Médio,Importado,R$ 88.429 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Integral sob demanda,255/60 R17,255/60 R17,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,2,F25,NA,NA,NA,NA,NA,88429,09/2024,2,4,8,2,0.34
626,Bmw,X5,X5 xDrive35i 3.0,2011,Gasolina,Combustão,SUV,1 ano,7,4,Grande,Importado,R$ 91.332 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Conversor de torque,Automático,8,Integral sob demanda,255/55 R18,255/55 R18,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola pneumática,"Independente, multibraço",Hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N55B30M0,2,E70,Hidráulicos,Kit de reparo e enchimento,NA,NA,NA,91332,09/2024,1,4,8,2,0.33
627,Bmw,Z4,Z4 sDrive 23i 2.5,2012,Gasolina,Combustão,Conversível,2 anos,2,2,Médio,Importado,R$ 207.667 (09/2024),Injeção direta,Natural,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,11:1,4,Admissão e escape,Conversor de torque,Automático,6,Traseira,225/40 R18,255/35 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,N52B25,2,E89,Hidráulicos,NA,NA,NA,NA,207667,09/2024,2,4,6,2,0.34
628,Bmw,120i,120i 2.0 AT,2011,Gasolina,Combustão,Hatch,2 anos,5,4,Médio,Importado,R$ 59.392 (09/2024),Injeção direta,Natural,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,12:1,4,Admissão e escape,Conversor de torque,Automático,6,Traseira,205/55 R16,205/55 R16,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,NA,1,E87,NA,NA,NA,NA,NA,59392,09/2024,2,4,6,1,0.29
629,Bmw,318i,318i 2.0,2011,Gasolina,Combustão,Sedã,2 anos,5,4,Médio,Importado,R$ 53.312 (09/2024),Injeção multiponto,Natural,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,12:1,4,Admissão e escape,Conversor de torque,Automático,6,Traseira,225/40 R17,245/40 R17,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,28",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,N46B20U2,5,E90,NA,NA,NA,NA,NA,53312,09/2024,2,4,6,5,0.28
630,Bmw,535i Gt,535i Gt 3.0 Turbo,2010,Gasolina,Combustão,Hatch,2 anos,5,4,Grande,Importado,R$ 92.002 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Conversor de torque,Automático,8,Traseira,245/50 R18,245/50 R18,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola pneumática,"Independente, multibraço",Hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N55B30M0,NA,F07,Hidráulicos,NA,NA,NA,NA,92002,09/2024,2,4,8,NA,0.31
631,Bmw,760i,760i L 6.0 V12,2010,Gasolina,Combustão,Sedã,1 ano,5,4,Grande,Importado,R$ 214.341 (09/2024),Injeção direta,Turbocompressor,12,em V,Duplo no cabeçote,Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,245/50 R18,245/50 R18,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N74B60,5,F02,NA,NA,NA,NA,NA,214341,09/2024,1,4,8,5,0.31
632,Bmw,M1,M1 Coupe 3.0,2011,Gasolina,Combustão,Cupê,2 anos,5,2,Médio,Importado,R$ 382.383 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Embreagem monodisco a seco,Manual,6,Traseira,235/45 R19,265/35 R19,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,37",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,N54B30TO,1,E82,Hidráulicos,NA,NA,NA,NA,382383,09/2024,2,4,6,1,0.37
633,Bmw,M3,M3 4.0 V8,2011,Gasolina,Combustão,Cupê,1 ano,4,2,Médio,Importado,R$ 355.266 (09/2024),Injeção multiponto,Natural,8,em V,Duplo no cabeçote,Longitudinal,Dianteiro,12:1,4,Admissão e escape,Embreagem monodisco a seco,Manual,6,Traseira,245/35 R19,265/35 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,S65B40,4,E92,NA,NA,NA,NA,NA,355266,09/2024,1,4,6,4,0.31
634,Bmw,X1,X1 sDrive18i 2.0,2011,Gasolina,Combustão,SUV,2 anos,5,4,Compacto,Importado,R$ 64.329 (09/2024),Injeção multiponto,Natural,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,5:1",4,Admissão e escape,Conversor de torque,Automático,6,Traseira,225/50 R17,225/50 R17,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,N46B20O1,1,E84,NA,NA,NA,NA,NA,64329,09/2024,2,4,6,1,0.32
635,Bmw,X3,X3 xDrive35i 3.0,2013,Gasolina,Combustão,SUV,2 anos,5,4,Médio,Importado,R$ 103.482 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Conversor de torque,Automático,8,Integral sob demanda,245/45 R19,275/40 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N55B30M0,2,F25,Hidráulicos,NA,NA,NA,NA,103482,09/2024,2,4,8,2,0.35
636,Bmw,X3,X3 xDrive28i 3.0,2011,Gasolina,Combustão,SUV,2 anos,5,4,Médio,Importado,R$ 78.077 (09/2024),Injeção multiponto,Natural,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,7:1",4,Admissão e escape,Conversor de torque,Automático,8,Integral sob demanda,225/60 R17,225/60 R17,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N52B30,2,F25,Hidráulicos,NA,NA,NA,NA,78077,09/2024,2,4,8,2,0.34
637,Bmw,X5,X5 xDrive50i 4.4 V8,2011,Gasolina,Combustão,SUV,1 ano,7,4,Grande,Importado,R$ 141.940 (09/2024),Injeção direta,Turbocompressor,8,em V,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Integral permanente,255/50 R19,255/50 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola pneumática,"Independente, multibraço",Hidráulica,"0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N63B44,2,E70,Hidráulicos,Kit de reparo e enchimento,NA,NA,NA,141940,09/2024,1,4,8,2,0.35
638,Bmw,X6 M,X6 M 4.4 V8,2010,Gasolina,Combustão,SUV,2 anos,5,4,Grande,Importado,R$ 127.849 (09/2024),Injeção direta,Turbocompressor,8,em V,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"9,3:1",4,Admissão e escape,Conversor de torque,Automático,6,Integral permanente,275/40 R20,315/35 R20,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola pneumática,"Independente, multibraço",Eletro-hidráulica,"0,38",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,S63B44,1,E71,Hidráulicos,Kit de reparo e enchimento,NA,NA,NA,127849,09/2024,2,4,6,1,0.38
639,Bmw,118i,118i 2.0 AT,2010,Gasolina,Combustão,Hatch,2 anos,5,4,Médio,Importado,R$ 49.335 (09/2024),Injeção multiponto,Natural,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,5:1",4,Admissão e escape,Conversor de torque,Automático,6,Traseira,205/55 R16,205/55 R16,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,N46B20U2,1,E87,NA,Kit de reparo e enchimento,NA,NA,NA,49335,09/2024,2,4,6,1,0.31
640,Bmw,120i,120i 2.0 AT,2010,Gasolina,Combustão,Hatch,1 ano,5,2,Médio,Importado,R$ 55.758 (09/2024),Injeção multiponto,Natural,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,5:1",4,Admissão e escape,Conversor de torque,Automático,6,Traseira,205/55 R16,205/55 R16,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,N46B20O2,1,E81,NA,NA,NA,NA,NA,55758,09/2024,1,4,6,1,0.29
641,Bmw,135i Coupe,135i Coupe 3.0 Turbo,2011,Gasolina,Combustão,Cupê,2 anos,4,2,Médio,Importado,R$ 174.248 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Conversor de torque,Automático,6,Traseira,215/40 R18,245/35 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,N54B30,1,E82,Hidráulicos,NA,NA,NA,NA,174248,09/2024,2,4,6,1,0.33
642,Bmw,535i,535i 3.0 Turbo,2010,Gasolina,Combustão,Sedã,2 anos,5,4,Grande,Importado,R$ 86.734 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Conversor de torque,Automático,8,Traseira,225/55 R17,225/55 R17,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N55B30M0,6,F10,Hidráulicos,NA,NA,NA,NA,86734,09/2024,2,4,8,6,0.29
643,Bmw,650i Coupe,650i Coupe 4.8 V8,2010,Gasolina,Combustão,Cupê,1 ano,4,2,Grande,Importado,R$ 170.505 (09/2024),Injeção multiponto,Natural,8,em V,Duplo no cabeçote,Longitudinal,Dianteiro,"10,5:1",4,NA,Conversor de torque,Automático,6,Traseira,245/40 R19,245/40 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 6HP,NA,NA,N62B48,2,E63,NA,NA,NA,NA,NA,170505,09/2024,1,4,6,2,0.3
644,Bmw,X1,X1 xDrive28i 3.0,2010,Gasolina,Combustão,SUV,2 anos,5,4,Compacto,Importado,R$ 66.856 (09/2024),Injeção multiponto,Natural,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,7:1",4,Admissão e escape,Conversor de torque,Automático,6,Integral sob demanda,225/45 R18,255/40 R18,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,N52B30,1,E84,Hidráulicos,NA,NA,NA,NA,66856,09/2024,2,4,6,1,0.33
645,Bmw,X5,X5 3.0,2008,Gasolina,Combustão,SUV,1 ano,7,4,Grande,Importado,R$ 63.370 (09/2024),Injeção multiponto,Natural,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,7:1",4,Admissão e escape,Conversor de torque,Automático,6,Integral sob demanda,255/55 R18,255/55 R18,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola pneumática,"Independente, multibraço",Hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,N52B30,2,E70,Hidráulicos,Kit de reparo e enchimento,NA,NA,NA,63370,09/2024,1,4,6,2,0.33
646,Bmw,X5 M,X5 M 4.4 V8,2010,Gasolina,Combustão,SUV,1 ano,7,4,Grande,Importado,R$ 126.057 (09/2024),Injeção direta,Turbocompressor,8,em V,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"9,3:1",4,Admissão e escape,Conversor de torque,Automático,6,Integral permanente,275/40 R20,315/35 R20,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola pneumática,"Independente, multibraço",Hidráulica,"0,38",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,S63B44,2,E70,Hidráulicos,Kit de reparo e enchimento,NA,NA,NA,126057,09/2024,1,4,6,2,0.38
647,Bmw,X6,X6 xDrive50i 4.4 V8,2012,Gasolina,Combustão,SUV,2 anos,5,4,Grande,Importado,R$ 136.536 (09/2024),Injeção direta,Turbocompressor,8,em V,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Integral permanente,255/50 R19,255/50 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,36",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N63B44,1,E71,Hidráulicos,Kit de reparo e enchimento,NA,NA,NA,136536,09/2024,2,4,8,1,0.36
648,Bmw,120i,120i 2.0 AT (4 portas),2009,Gasolina,Combustão,Hatch,2 anos,5,4,Médio,Importado,R$ 52.650 (09/2024),Injeção multiponto,Natural,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,5:1",4,Admissão e escape,Conversor de torque,Automático,6,Traseira,205/55 R16,205/55 R16,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,N46B20O2,1,E87,NA,NA,NA,NA,NA,52650,09/2024,2,4,6,1,0.29
649,Bmw,120i,120i 2.0 AT (2 portas),2009,Gasolina,Combustão,Hatch,1 ano,5,2,Médio,Importado,R$ 52.650 (09/2024),Injeção multiponto,Natural,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,5:1",4,Admissão e escape,Conversor de torque,Automático,6,Traseira,205/55 R16,205/55 R16,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,N46B20O2,1,E81,NA,NA,NA,NA,NA,52650,09/2024,1,4,6,1,0.29
