ID,infoteinimento,infoteinimento_n
538,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",245
539,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",290
540,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",290
541,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",295
542,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,TV digital ,Volante multifuncional",318
543,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,TV digital ,Volante multifuncional",319
544,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
545,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Rádio ,Termômetro da água do motor ,Volante multifuncional",136
546,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",245
547,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",269
548,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",269
549,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",269
550,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",269
551,"Blu-ray player ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão HDMi ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,TV digital ,Volante multifuncional",390
552,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",245
553,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",290
554,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,DVD player ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",244
555,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,TV digital ,Volante multifuncional",269
556,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
557,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Roteador Wi-Fi ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",278
558,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
559,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
560,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",235
561,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",290
562,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",290
563,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",290
564,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,DVD player ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,TV digital ,Volante multifuncional",273
565,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",194
566,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,TV digital ,Volante multifuncional",274
567,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
568,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
569,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",245
570,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
571,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
572,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
573,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Head-up display ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",214
574,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Serviço de concierge ,Volante multifuncional",267
575,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Volante multifuncional",205
576,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",313
577,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
578,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
579,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
580,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",245
581,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",245
582,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",138
583,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,TV digital ,Volante multifuncional",319
584,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",280
585,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,TV digital ,Volante multifuncional",319
586,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Head-up display ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",214
587,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,TV digital ,Volante multifuncional",274
588,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Head-up display ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",214
589,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
590,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Rádio ,Termômetro da água do motor ,Volante multifuncional",136
591,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",245
